path,event_label,view_label,event_idx,view_idx,split
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 006658.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 13267.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Croatia - 2018 FIFA World Cup™ FINAL - HIGHLIGHTS 2337.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 131875.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 0508.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 0642.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\corner\All 169 Goals scored in the World Cup 2018 - Part 2 07975.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 012522.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 133368.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\Uruguay v Portugal - 2018 FIFA World Cup Russia™ - Match 49 0005.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 24446.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Portugal v Spain - 2018 FIFA World Cup Russia™ - MATCH 3 1724.jpg,EventClasses,freekick,0,4,test
C:\Users\Yannick\data\soccer\EventClasses\offside\How Offside Works in Soccer 0977.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 6033.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 8873.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\redc\red cards 1779.jpg,EventClasses,redc,0,11,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 062926.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Uruguay v Portugal - 2018 FIFA World Cup Russia™ - Match 49 0358.jpg,EventClasses,gattempts,0,5,test
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 03424.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\redc\Top 20 Famous Red Cards In Football 06321.jpg,EventClasses,redc,0,11,test
C:\Users\Yannick\data\soccer\EventClasses\redc\Top 20 Famous Red Cards In Football 04351.jpg,EventClasses,redc,0,11,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 01319.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 011753.jpg,ViewClasses,longView,1,7,val
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 5932.jpg,EventClasses,offside,0,8,test
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 07666.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 2 08545.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51 1948.jpg,EventClasses,gattempts,0,5,val
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 2 11946.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\TOP 10 GOALS - 2018 FIFA WORLD CUP RUSSIA (EXCLUSIVE) 5758.jpg,EventClasses,playercelebration,0,9,test
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 30423.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 13964.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 109360.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 091492.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 1 23749.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 054416.jpg,ViewClasses,MediumView,1,0,test
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 1146.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\Top 20 Famous Red Cards In Football 01051.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 23370.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 1 11179.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\redc\red cards 1729.jpg,EventClasses,redc,0,11,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 11997.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 131704.jpg,ViewClasses,ShotView,1,2,test
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 06663.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 14244.jpg,EventClasses,plentystock,0,10,val
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 083174.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 1337.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\corner\All 169 Goals scored in the World Cup 2018 - Part 1 06952.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 08034.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 13002.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 8951.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Croatia v Denmark - 2018 FIFA World Cup Russia™ - Match 52 0653.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 2 00632.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 1308.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\corner\All 169 Goals scored in the World Cup 2018 - Part 1 09146.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 19195.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 080030.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 17273.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Croatia - 2018 FIFA World Cup™ FINAL - HIGHLIGHTS 0510.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 10368.jpg,EventClasses,goal,0,6,val
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 1148.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 31180.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 8897.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 23671.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\offside\All 169 Goals scored in the World Cup 2018 - Part 1 29483.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 098885.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\TOP 10 GOALS - 2018 FIFA WORLD CUP RUSSIA (EXCLUSIVE) 1613.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Uruguay v Portugal - 2018 FIFA World Cup Russia™ - Match 49 0991.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 098989.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 069355.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 2 06256.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\redc\red cards 2356.jpg,EventClasses,redc,0,11,val
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 000926.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 131803.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 8861.jpg,EventClasses,offside,0,8,test
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 020273.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 26126.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 015919.jpg,ViewClasses,longView,1,7,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 062064.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 091555.jpg,ViewClasses,OuterView,1,1,test
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 003484.jpg,ViewClasses,longView,1,7,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 024675.jpg,ViewClasses,MediumView,1,0,val
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 1 02580.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 2 09343.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 14314.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\redc\10+ Shocking Red Cards in World Cup History 1906.jpg,EventClasses,redc,0,11,val
C:\Users\Yannick\data\soccer\EventClasses\redc\16 Yellow Cards and 4 Red Cards in a Single Game 3385.jpg,EventClasses,redc,0,11,val
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 28625.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 059913.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\TOP 10 YELLOW CARDS That Must Be RED CARDS - Wild Moments 2002.jpg,EventClasses,yellowcard,0,13,test
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\Germany v Sweden - 2018 FIFA World Cup Russia™ - Match 27 2914.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Germany v Sweden - 2018 FIFA World Cup Russia™ - Match 27 0272.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 6822.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\redc\Top 20 Famous Red Cards In Football 00190.jpg,EventClasses,redc,0,11,val
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 5893.jpg,EventClasses,offside,0,8,val
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 6814.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 2 06723.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\10+ Shocking Red Cards in World Cup History 4480.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 001991.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\Croatia v Denmark - 2018 FIFA World Cup Russia™ - Match 52 2760.jpg,EventClasses,plentystock,0,10,val
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 28159.jpg,EventClasses,plentystock,0,10,val
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 0116.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 002786.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51 1399.jpg,EventClasses,spectator,0,12,test
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 116198.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\Portugal v Spain - 2018 FIFA World Cup Russia™ - MATCH 3 2558.jpg,EventClasses,playercelebration,0,9,val
C:\Users\Yannick\data\soccer\EventClasses\redc\red cards 2358.jpg,EventClasses,redc,0,11,val
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 0442.jpg,EventClasses,gattempts,0,5,val
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51 1927.jpg,EventClasses,gattempts,0,5,test
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 101007.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 05555.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 3217.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 034591.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 053531.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\EventClasses\corner\All 169 Goals scored in the World Cup 2018 - Part 1 20802.jpg,EventClasses,corner,0,3,test
C:\Users\Yannick\data\soccer\EventClasses\spectator\Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51 0278.jpg,EventClasses,spectator,0,12,val
C:\Users\Yannick\data\soccer\EventClasses\corner\World Cup 2018  All 19 Corner Kick Goals 0217.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 4025.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\TOP 10 GOALS - 2018 FIFA WORLD CUP RUSSIA (EXCLUSIVE) 0849.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 4805.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Top 10 Free Kick Takers in Football 2016 17 01331.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Croatia - 2018 FIFA World Cup™ FINAL - HIGHLIGHTS 1674.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 19415.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Croatia - 2018 FIFA World Cup™ FINAL - HIGHLIGHTS 1751.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Portugal v Spain - 2018 FIFA World Cup Russia™ - MATCH 3 2494.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 2 12874.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\redc\red cards 1860.jpg,EventClasses,redc,0,11,test
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 8024.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 21110.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\TOP 10 YELLOW CARDS That Must Be RED CARDS - Wild Moments 1994.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Croatia - 2018 FIFA World Cup™ FINAL - HIGHLIGHTS 1719.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 11991.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 2 07430.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 01074.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 0915.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\redc\Top 15 Most Shocking Reactions To Red Card in Football 02374.jpg,EventClasses,redc,0,11,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 3182.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Croatia - 2018 FIFA World Cup™ FINAL - HIGHLIGHTS 0598.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 2 06506.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 6835.jpg,EventClasses,yellowcard,0,13,val
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Germany v Sweden - 2018 FIFA World Cup Russia™ - Match 27 0253.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 095919.jpg,ViewClasses,longView,1,7,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 091620.jpg,ViewClasses,longView,1,7,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\Top 15 Most Shocking Reactions To Red Card in Football 00328.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 1311.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 1359.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\redc\red cards 3124.jpg,EventClasses,redc,0,11,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\Top 15 Most Shocking Reactions To Red Card in Football 00276.jpg,EventClasses,yellowcard,0,13,val
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 26292.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 072003.jpg,ViewClasses,MediumView,1,0,test
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 1 02625.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Top 10 Free Kick Takers in Football 2016 17 04029.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Portugal v Spain - 2018 FIFA World Cup Russia™ - MATCH 3 2831.jpg,EventClasses,freekick,0,4,val
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 114494.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 001077.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 109050.jpg,ViewClasses,longView,1,7,val
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 089312.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 111891.jpg,ViewClasses,MediumView,1,0,val
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 5963.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 2 12848.jpg,EventClasses,freekick,0,4,test
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 000254.jpg,ViewClasses,OuterView,1,1,test
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 063567.jpg,ViewClasses,ShotView,1,2,test
C:\Users\Yannick\data\soccer\EventClasses\plentystock\France v Croatia - 2018 FIFA World Cup™ FINAL - HIGHLIGHTS 1425.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Croatia v Denmark - 2018 FIFA World Cup Russia™ - Match 52 1377.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 22415.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 01864.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 113680.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 8062.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 23683.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 04935.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Croatia v Denmark - 2018 FIFA World Cup Russia™ - Match 52 1532.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 0743.jpg,EventClasses,yellowcard,0,13,test
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 084815.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 041531.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\TOP 10 GOALS - 2018 FIFA WORLD CUP RUSSIA (EXCLUSIVE) 3643.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\corner\All 169 Goals scored in the World Cup 2018 - Part 2 08680.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\France v Croatia - 2018 FIFA World Cup™ FINAL - HIGHLIGHTS 1426.jpg,EventClasses,plentystock,0,10,val
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 006674.jpg,ViewClasses,MediumView,1,0,val
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 000355.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 039172.jpg,ViewClasses,ShotView,1,2,test
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 01961.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 1 24573.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 085776.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 08698.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 28036.jpg,EventClasses,plentystock,0,10,val
C:\Users\Yannick\data\soccer\EventClasses\freekick\Top 10 Free Kick Takers in Football 2016 17 02864.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 2 06477.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\redc\16 Yellow Cards and 4 Red Cards in a Single Game 6957.jpg,EventClasses,redc,0,11,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\Top 20 Famous Red Cards In Football 01087.jpg,EventClasses,yellowcard,0,13,val
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 4411.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 28612.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 22362.jpg,EventClasses,goal,0,6,val
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 2712.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 013998.jpg,ViewClasses,longView,1,7,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 099575.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 025175.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 2 14079.jpg,EventClasses,playercelebration,0,9,train
